tipo,grupo,arquivo,formato,largura,altura,peso_kb,url_cdn,url_raw
produtos,0000000000437,01-vestido-manga-longa-floral-preto-51abba5476e49e7c8,original,832,1248,102,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8.jpg
produtos,0000000000437,01-vestido-manga-longa-floral-preto-51abba5476e49e7c8,quadrado-1x1 (jpg),1080,1080,86,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--quadrado-1x1.jpg
produtos,0000000000437,01-vestido-manga-longa-floral-preto-51abba5476e49e7c8,vertical-4x5 (jpg),1080,1350,118,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--vertical-4x5.jpg
produtos,0000000000437,01-vestido-manga-longa-floral-preto-51abba5476e49e7c8,story-9x16 (jpg),1080,1920,148,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--story-9x16.jpg
produtos,0000000000437,01-vestido-manga-longa-floral-preto-51abba5476e49e7c8,wide-16x9 (jpg),1200,675,44,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--wide-16x9.jpg
produtos,0000000000437,01-vestido-manga-longa-floral-preto-51abba5476e49e7c8,thumb (jpg),400,400,19,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/01-vestido-manga-longa-floral-preto-51abba5476e49e7c8--thumb.jpg
produtos,0000000000437,02-img_1688-fb1295208acd95165a17412240822892-1024-102,original,1024,1364,292,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102.jpg
produtos,0000000000437,02-img_1688-fb1295208acd95165a17412240822892-1024-102,quadrado-1x1 (jpg),1080,1080,92,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--quadrado-1x1.jpg
produtos,0000000000437,02-img_1688-fb1295208acd95165a17412240822892-1024-102,vertical-4x5 (jpg),1080,1350,132,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--vertical-4x5.jpg
produtos,0000000000437,02-img_1688-fb1295208acd95165a17412240822892-1024-102,story-9x16 (jpg),1080,1920,138,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--story-9x16.jpg
produtos,0000000000437,02-img_1688-fb1295208acd95165a17412240822892-1024-102,wide-16x9 (jpg),1200,675,43,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--wide-16x9.jpg
produtos,0000000000437,02-img_1688-fb1295208acd95165a17412240822892-1024-102,thumb (jpg),400,400,18,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/02-img_1688-fb1295208acd95165a17412240822892-1024-102--thumb.jpg
produtos,0000000000437,03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102,original,1024,1364,242,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102.jpg
produtos,0000000000437,03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102,quadrado-1x1 (jpg),1080,1080,71,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--quadrado-1x1.jpg
produtos,0000000000437,03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102,vertical-4x5 (jpg),1080,1350,102,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--vertical-4x5.jpg
produtos,0000000000437,03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102,story-9x16 (jpg),1080,1920,107,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--story-9x16.jpg
produtos,0000000000437,03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102,wide-16x9 (jpg),1200,675,34,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--wide-16x9.jpg
produtos,0000000000437,03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102,thumb (jpg),400,400,14,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/03-img_1689-f77dd1ef7f793ef35b17412240820511-1024-102--thumb.jpg
produtos,0000000000437,04-img_1690-72836f97da26d26ef817412240819604-1024-102,original,1024,1364,250,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102.jpg
produtos,0000000000437,04-img_1690-72836f97da26d26ef817412240819604-1024-102,quadrado-1x1 (jpg),1080,1080,75,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--quadrado-1x1.jpg
produtos,0000000000437,04-img_1690-72836f97da26d26ef817412240819604-1024-102,vertical-4x5 (jpg),1080,1350,108,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--vertical-4x5.jpg
produtos,0000000000437,04-img_1690-72836f97da26d26ef817412240819604-1024-102,story-9x16 (jpg),1080,1920,113,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--story-9x16.jpg
produtos,0000000000437,04-img_1690-72836f97da26d26ef817412240819604-1024-102,wide-16x9 (jpg),1200,675,36,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--wide-16x9.jpg
produtos,0000000000437,04-img_1690-72836f97da26d26ef817412240819604-1024-102,thumb (jpg),400,400,15,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/04-img_1690-72836f97da26d26ef817412240819604-1024-102--thumb.jpg
produtos,0000000000437,05-img_1691-1d13faae48f3e94fad17412240822916-1024-102,original,1024,1364,305,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102.jpg
produtos,0000000000437,05-img_1691-1d13faae48f3e94fad17412240822916-1024-102,quadrado-1x1 (jpg),1080,1080,91,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--quadrado-1x1.jpg
produtos,0000000000437,05-img_1691-1d13faae48f3e94fad17412240822916-1024-102,vertical-4x5 (jpg),1080,1350,132,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--vertical-4x5.jpg
produtos,0000000000437,05-img_1691-1d13faae48f3e94fad17412240822916-1024-102,story-9x16 (jpg),1080,1920,139,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--story-9x16.jpg
produtos,0000000000437,05-img_1691-1d13faae48f3e94fad17412240822916-1024-102,wide-16x9 (jpg),1200,675,44,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--wide-16x9.jpg
produtos,0000000000437,05-img_1691-1d13faae48f3e94fad17412240822916-1024-102,thumb (jpg),400,400,19,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/05-img_1691-1d13faae48f3e94fad17412240822916-1024-102--thumb.jpg
produtos,0000000000437,06-0e5a3265-76164660eba6d6535817412240839390-1024-102,original,1024,1364,1295,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102.jpg
produtos,0000000000437,06-0e5a3265-76164660eba6d6535817412240839390-1024-102,quadrado-1x1 (jpg),1080,1080,136,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--quadrado-1x1.jpg
produtos,0000000000437,06-0e5a3265-76164660eba6d6535817412240839390-1024-102,vertical-4x5 (jpg),1080,1350,246,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--vertical-4x5.jpg
produtos,0000000000437,06-0e5a3265-76164660eba6d6535817412240839390-1024-102,story-9x16 (jpg),1080,1920,261,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--story-9x16.jpg
produtos,0000000000437,06-0e5a3265-76164660eba6d6535817412240839390-1024-102,wide-16x9 (jpg),1200,675,53,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--wide-16x9.jpg
produtos,0000000000437,06-0e5a3265-76164660eba6d6535817412240839390-1024-102,thumb (jpg),400,400,22,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/06-0e5a3265-76164660eba6d6535817412240839390-1024-102--thumb.jpg
produtos,0000000000437,07-img_1661-d00583032e5d81981917412240820652-1024-102,original,1024,1364,304,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102.jpg
produtos,0000000000437,07-img_1661-d00583032e5d81981917412240820652-1024-102,quadrado-1x1 (jpg),1080,1080,72,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--quadrado-1x1.jpg
produtos,0000000000437,07-img_1661-d00583032e5d81981917412240820652-1024-102,vertical-4x5 (jpg),1080,1350,112,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--vertical-4x5.jpg
produtos,0000000000437,07-img_1661-d00583032e5d81981917412240820652-1024-102,story-9x16 (jpg),1080,1920,118,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--story-9x16.jpg
produtos,0000000000437,07-img_1661-d00583032e5d81981917412240820652-1024-102,wide-16x9 (jpg),1200,675,33,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--wide-16x9.jpg
produtos,0000000000437,07-img_1661-d00583032e5d81981917412240820652-1024-102,thumb (jpg),400,400,14,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/07-img_1661-d00583032e5d81981917412240820652-1024-102--thumb.jpg
produtos,0000000000437,08-img_1662-1f252dc369aad79fcb17412240818509-1024-102,original,1024,1364,239,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102.jpg
produtos,0000000000437,08-img_1662-1f252dc369aad79fcb17412240818509-1024-102,quadrado-1x1 (jpg),1080,1080,68,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--quadrado-1x1.jpg
produtos,0000000000437,08-img_1662-1f252dc369aad79fcb17412240818509-1024-102,vertical-4x5 (jpg),1080,1350,97,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--vertical-4x5.jpg
produtos,0000000000437,08-img_1662-1f252dc369aad79fcb17412240818509-1024-102,story-9x16 (jpg),1080,1920,102,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--story-9x16.jpg
produtos,0000000000437,08-img_1662-1f252dc369aad79fcb17412240818509-1024-102,wide-16x9 (jpg),1200,675,33,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--wide-16x9.jpg
produtos,0000000000437,08-img_1662-1f252dc369aad79fcb17412240818509-1024-102,thumb (jpg),400,400,14,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/08-img_1662-1f252dc369aad79fcb17412240818509-1024-102--thumb.jpg
produtos,0000000000437,09-img_1663-7b816b34ab544374db17412240812607-1024-102,original,1024,1364,220,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102.jpg
produtos,0000000000437,09-img_1663-7b816b34ab544374db17412240812607-1024-102,quadrado-1x1 (jpg),1080,1080,63,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--quadrado-1x1.jpg
produtos,0000000000437,09-img_1663-7b816b34ab544374db17412240812607-1024-102,vertical-4x5 (jpg),1080,1350,90,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--vertical-4x5.jpg
produtos,0000000000437,09-img_1663-7b816b34ab544374db17412240812607-1024-102,story-9x16 (jpg),1080,1920,94,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--story-9x16.jpg
produtos,0000000000437,09-img_1663-7b816b34ab544374db17412240812607-1024-102,wide-16x9 (jpg),1200,675,31,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--wide-16x9.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--wide-16x9.jpg
produtos,0000000000437,09-img_1663-7b816b34ab544374db17412240812607-1024-102,thumb (jpg),400,400,13,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--thumb.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/09-img_1663-7b816b34ab544374db17412240812607-1024-102--thumb.jpg
produtos,0000000000437,10-img_1664-fee9598c2d7741c45617412240816644-1024-102,original,1024,1364,228,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/originais/produtos/0000000000437/10-img_1664-fee9598c2d7741c45617412240816644-1024-102.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/originais/produtos/0000000000437/10-img_1664-fee9598c2d7741c45617412240816644-1024-102.jpg
produtos,0000000000437,10-img_1664-fee9598c2d7741c45617412240816644-1024-102,quadrado-1x1 (jpg),1080,1080,65,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/10-img_1664-fee9598c2d7741c45617412240816644-1024-102--quadrado-1x1.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/10-img_1664-fee9598c2d7741c45617412240816644-1024-102--quadrado-1x1.jpg
produtos,0000000000437,10-img_1664-fee9598c2d7741c45617412240816644-1024-102,vertical-4x5 (jpg),1080,1350,93,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/10-img_1664-fee9598c2d7741c45617412240816644-1024-102--vertical-4x5.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/10-img_1664-fee9598c2d7741c45617412240816644-1024-102--vertical-4x5.jpg
produtos,0000000000437,10-img_1664-fee9598c2d7741c45617412240816644-1024-102,story-9x16 (jpg),1080,1920,99,https://cdn.jsdelivr.net/gh/raphavianna/midia-produtos@main/cdn/produtos/0000000000437/10-img_1664-fee9598c2d7741c45617412240816644-1024-102--story-9x16.jpg,https://raw.githubusercontent.com/raphavianna/midia-produtos/main/cdn/produtos/0000000000437/10-img_1664-fee9598c2d7741c45617412240816644-1024-102--story-9x16.jpg
